,r,i,i',t,T
10617,2,9,9,28,-0.0
10618,2,9,9,29,-0.0
10619,2,9,9,30,-0.0
10620,2,9,10,1,0.0
10621,2,9,10,2,0.0
10622,2,9,10,3,0.0
10623,2,9,10,4,0.0
10624,2,9,10,5,0.0
10625,2,9,10,6,0.0
10626,2,9,10,7,0.0
10627,2,9,10,8,0.0
10628,2,9,10,9,0.0
10629,2,9,10,10,0.0
10630,2,9,10,11,0.0
10631,2,9,10,12,0.0
10632,2,9,10,13,0.0
10633,2,9,10,14,0.0
10634,2,9,10,15,0.0
10635,2,9,10,16,0.0
10636,2,9,10,17,0.0
10637,2,9,10,18,0.0
10638,2,9,10,19,0.0
10639,2,9,10,20,0.0
10640,2,9,10,21,0.0
10641,2,9,10,22,0.0
10642,2,9,10,23,0.0
10643,2,9,10,24,0.0
10644,2,9,10,25,0.0
10645,2,9,10,26,0.0
10646,2,9,10,27,0.0
10647,2,9,10,28,0.0
10648,2,9,10,29,0.0
10649,2,9,10,30,-0.0
10650,2,9,11,1,0.0
10651,2,9,11,2,0.0
10652,2,9,11,3,0.0
10653,2,9,11,4,0.0
10654,2,9,11,5,0.0
10655,2,9,11,6,0.0
10656,2,9,11,7,0.0
10657,2,9,11,8,0.0
10658,2,9,11,9,0.0
10659,2,9,11,10,0.0
10660,2,9,11,11,0.0
10661,2,9,11,12,0.0
10662,2,9,11,13,0.0
10663,2,9,11,14,0.0
10664,2,9,11,15,0.0
10665,2,9,11,16,0.0
10666,2,9,11,17,0.0
10667,2,9,11,18,0.0
10668,2,9,11,19,0.0
10669,2,9,11,20,0.0
10670,2,9,11,21,0.0
10671,2,9,11,22,0.0
10672,2,9,11,23,0.0
10673,2,9,11,24,0.0
10674,2,9,11,25,0.0
10675,2,9,11,26,0.0
10676,2,9,11,27,0.0
10677,2,9,11,28,0.0
10678,2,9,11,29,0.0
10679,2,9,11,30,-0.0
10680,2,9,12,1,0.0
10681,2,9,12,2,0.0
10682,2,9,12,3,0.0
10683,2,9,12,4,0.0
10684,2,9,12,5,0.0
10685,2,9,12,6,0.0
10686,2,9,12,7,0.0
10687,2,9,12,8,0.0
10688,2,9,12,9,0.0
10689,2,9,12,10,0.0
10690,2,9,12,11,0.0
10691,2,9,12,12,0.0
10692,2,9,12,13,0.0
10693,2,9,12,14,0.0
10694,2,9,12,15,0.0
10695,2,9,12,16,0.0
10696,2,9,12,17,0.0
10697,2,9,12,18,0.0
10698,2,9,12,19,0.0
10699,2,9,12,20,0.0
10700,2,9,12,21,0.0
10701,2,9,12,22,0.0
10702,2,9,12,23,0.0
10703,2,9,12,24,0.0
10704,2,9,12,25,0.0
10705,2,9,12,26,0.0
10706,2,9,12,27,0.0
10707,2,9,12,28,0.0
10708,2,9,12,29,0.0
10709,2,9,12,30,-0.0
10710,2,9,13,1,0.0
10711,2,9,13,2,0.0
10712,2,9,13,3,0.0
10713,2,9,13,4,0.0
10714,2,9,13,5,0.0
10715,2,9,13,6,0.0
10716,2,9,13,7,0.0
10717,2,9,13,8,0.0
10718,2,9,13,9,0.0
10719,2,9,13,10,0.0
10720,2,9,13,11,0.0
10721,2,9,13,12,0.0
10722,2,9,13,13,0.0
10723,2,9,13,14,0.0
10724,2,9,13,15,0.0
10725,2,9,13,16,0.0
10726,2,9,13,17,0.0
10727,2,9,13,18,0.0
10728,2,9,13,19,0.0
10729,2,9,13,20,0.0
10730,2,9,13,21,0.0
10731,2,9,13,22,0.0
10732,2,9,13,23,0.0
10733,2,9,13,24,0.0
10734,2,9,13,25,0.0
10735,2,9,13,26,0.0
10736,2,9,13,27,0.0
10737,2,9,13,28,0.0
10738,2,9,13,29,0.0
10739,2,9,13,30,-0.0
10740,2,9,14,1,0.0
10741,2,9,14,2,0.0
10742,2,9,14,3,0.0
10743,2,9,14,4,0.0
10744,2,9,14,5,0.0
10745,2,9,14,6,0.0
10746,2,9,14,7,0.0
10747,2,9,14,8,0.0
10748,2,9,14,9,0.0
10749,2,9,14,10,0.0
10750,2,9,14,11,0.0
10751,2,9,14,12,0.0
10752,2,9,14,13,0.0
10753,2,9,14,14,0.0
10754,2,9,14,15,0.0
10755,2,9,14,16,0.0
10756,2,9,14,17,0.0
10757,2,9,14,18,0.0
10758,2,9,14,19,0.0
10759,2,9,14,20,0.0
10760,2,9,14,21,0.0
10761,2,9,14,22,0.0
10762,2,9,14,23,0.0
10763,2,9,14,24,0.0
10764,2,9,14,25,0.0
10765,2,9,14,26,0.0
10766,2,9,14,27,0.0
10767,2,9,14,28,0.0
10768,2,9,14,29,0.0
10769,2,9,14,30,-0.0
10770,2,9,15,1,0.0
10771,2,9,15,2,0.0
10772,2,9,15,3,0.0
10773,2,9,15,4,0.0
10774,2,9,15,5,0.0
10775,2,9,15,6,0.0
10776,2,9,15,7,0.0
10777,2,9,15,8,0.0
10778,2,9,15,9,0.0
10779,2,9,15,10,0.0
10780,2,9,15,11,0.0
10781,2,9,15,12,0.0
10782,2,9,15,13,0.0
10783,2,9,15,14,0.0
10784,2,9,15,15,0.0
10785,2,9,15,16,0.0
10786,2,9,15,17,0.0
10787,2,9,15,18,0.0
10788,2,9,15,19,0.0
10789,2,9,15,20,0.0
10790,2,9,15,21,0.0
10791,2,9,15,22,0.0
10792,2,9,15,23,0.0
10793,2,9,15,24,0.0
10794,2,9,15,25,0.0
10795,2,9,15,26,0.0
10796,2,9,15,27,0.0
10797,2,9,15,28,0.0
10798,2,9,15,29,0.0
10799,2,9,15,30,-0.0
10800,2,10,1,1,0.0
10801,2,10,1,2,0.0
10802,2,10,1,3,0.0
10803,2,10,1,4,0.0
10804,2,10,1,5,0.0
10805,2,10,1,6,0.0
10806,2,10,1,7,0.0
10807,2,10,1,8,0.0
10808,2,10,1,9,0.0
10809,2,10,1,10,0.0
10810,2,10,1,11,0.0
10811,2,10,1,12,0.0
10812,2,10,1,13,0.0
10813,2,10,1,14,0.0
10814,2,10,1,15,0.0
10815,2,10,1,16,0.0
10816,2,10,1,17,0.0
10817,2,10,1,18,0.0
10818,2,10,1,19,0.0
10819,2,10,1,20,0.0
10820,2,10,1,21,0.0
10821,2,10,1,22,0.0
10822,2,10,1,23,0.0
10823,2,10,1,24,0.0
10824,2,10,1,25,0.0
10825,2,10,1,26,0.0
10826,2,10,1,27,0.0
10827,2,10,1,28,0.0
10828,2,10,1,29,0.0
10829,2,10,1,30,-0.0
10830,2,10,2,1,0.0
10831,2,10,2,2,0.0
10832,2,10,2,3,0.0
10833,2,10,2,4,0.0
10834,2,10,2,5,0.0
10835,2,10,2,6,0.0
10836,2,10,2,7,0.0
10837,2,10,2,8,0.0
10838,2,10,2,9,0.0
10839,2,10,2,10,0.0
10840,2,10,2,11,0.0
10841,2,10,2,12,0.0
10842,2,10,2,13,0.0
10843,2,10,2,14,0.0
10844,2,10,2,15,0.0
10845,2,10,2,16,0.0
10846,2,10,2,17,0.0
10847,2,10,2,18,0.0
10848,2,10,2,19,0.0
10849,2,10,2,20,0.0
10850,2,10,2,21,0.0
10851,2,10,2,22,0.0
10852,2,10,2,23,0.0
10853,2,10,2,24,0.0
10854,2,10,2,25,0.0
10855,2,10,2,26,0.0
10856,2,10,2,27,0.0
10857,2,10,2,28,0.0
10858,2,10,2,29,0.0
10859,2,10,2,30,-0.0
10860,2,10,3,1,0.0
10861,2,10,3,2,0.0
10862,2,10,3,3,0.0
10863,2,10,3,4,0.0
10864,2,10,3,5,0.0
10865,2,10,3,6,0.0
10866,2,10,3,7,0.0
10867,2,10,3,8,0.0
10868,2,10,3,9,0.0
10869,2,10,3,10,0.0
10870,2,10,3,11,0.0
10871,2,10,3,12,0.0
10872,2,10,3,13,0.0
10873,2,10,3,14,0.0
10874,2,10,3,15,0.0
10875,2,10,3,16,0.0
10876,2,10,3,17,0.0
10877,2,10,3,18,0.0
10878,2,10,3,19,0.0
10879,2,10,3,20,0.0
10880,2,10,3,21,0.0
10881,2,10,3,22,0.0
10882,2,10,3,23,0.0
10883,2,10,3,24,0.0
10884,2,10,3,25,0.0
10885,2,10,3,26,0.0
10886,2,10,3,27,0.0
10887,2,10,3,28,0.0
10888,2,10,3,29,0.0
10889,2,10,3,30,-0.0
10890,2,10,4,1,0.0
10891,2,10,4,2,0.0
10892,2,10,4,3,0.0
10893,2,10,4,4,0.0
10894,2,10,4,5,0.0
10895,2,10,4,6,0.0
10896,2,10,4,7,0.0
10897,2,10,4,8,0.0
10898,2,10,4,9,0.0
10899,2,10,4,10,0.0
10900,2,10,4,11,0.0
10901,2,10,4,12,0.0
10902,2,10,4,13,0.0
10903,2,10,4,14,0.0
10904,2,10,4,15,0.0
10905,2,10,4,16,0.0
10906,2,10,4,17,0.0
10907,2,10,4,18,0.0
10908,2,10,4,19,0.0
10909,2,10,4,20,0.0
10910,2,10,4,21,0.0
10911,2,10,4,22,0.0
10912,2,10,4,23,0.0
10913,2,10,4,24,0.0
10914,2,10,4,25,0.0
10915,2,10,4,26,0.0
10916,2,10,4,27,0.0
10917,2,10,4,28,0.0
10918,2,10,4,29,0.0
10919,2,10,4,30,-0.0
10920,2,10,5,1,0.0
10921,2,10,5,2,0.0
10922,2,10,5,3,0.0
10923,2,10,5,4,0.0
10924,2,10,5,5,0.0
10925,2,10,5,6,0.0
10926,2,10,5,7,0.0
10927,2,10,5,8,0.0
10928,2,10,5,9,0.0
10929,2,10,5,10,0.0
10930,2,10,5,11,0.0
10931,2,10,5,12,0.0
10932,2,10,5,13,0.0
10933,2,10,5,14,0.0
10934,2,10,5,15,0.0
10935,2,10,5,16,0.0
10936,2,10,5,17,0.0
10937,2,10,5,18,0.0
10938,2,10,5,19,0.0
10939,2,10,5,20,0.0
10940,2,10,5,21,0.0
10941,2,10,5,22,0.0
10942,2,10,5,23,0.0
10943,2,10,5,24,0.0
10944,2,10,5,25,0.0
10945,2,10,5,26,0.0
10946,2,10,5,27,0.0
10947,2,10,5,28,0.0
10948,2,10,5,29,0.0
10949,2,10,5,30,-0.0
10950,2,10,6,1,0.0
10951,2,10,6,2,0.0
10952,2,10,6,3,0.0
10953,2,10,6,4,0.0
10954,2,10,6,5,0.0
10955,2,10,6,6,0.0
10956,2,10,6,7,0.0
10957,2,10,6,8,0.0
10958,2,10,6,9,0.0
10959,2,10,6,10,0.0
10960,2,10,6,11,0.0
10961,2,10,6,12,0.0
10962,2,10,6,13,0.0
10963,2,10,6,14,0.0
10964,2,10,6,15,0.0
10965,2,10,6,16,0.0
10966,2,10,6,17,0.0
10967,2,10,6,18,0.0
10968,2,10,6,19,0.0
10969,2,10,6,20,0.0
10970,2,10,6,21,0.0
10971,2,10,6,22,0.0
10972,2,10,6,23,0.0
10973,2,10,6,24,0.0
10974,2,10,6,25,0.0
10975,2,10,6,26,0.0
10976,2,10,6,27,0.0
10977,2,10,6,28,0.0
10978,2,10,6,29,0.0
10979,2,10,6,30,-0.0
10980,2,10,7,1,0.0
10981,2,10,7,2,0.0
10982,2,10,7,3,0.0
10983,2,10,7,4,0.0
10984,2,10,7,5,0.0
10985,2,10,7,6,0.0
10986,2,10,7,7,0.0
10987,2,10,7,8,0.0
10988,2,10,7,9,0.0
10989,2,10,7,10,0.0
10990,2,10,7,11,0.0
10991,2,10,7,12,0.0
10992,2,10,7,13,0.0
10993,2,10,7,14,0.0
10994,2,10,7,15,0.0
10995,2,10,7,16,0.0
10996,2,10,7,17,0.0
10997,2,10,7,18,0.0
10998,2,10,7,19,0.0
10999,2,10,7,20,0.0
11000,2,10,7,21,0.0
11001,2,10,7,22,0.0
11002,2,10,7,23,0.0
11003,2,10,7,24,0.0
11004,2,10,7,25,0.0
11005,2,10,7,26,0.0
11006,2,10,7,27,0.0
11007,2,10,7,28,0.0
11008,2,10,7,29,0.0
11009,2,10,7,30,-0.0
11010,2,10,8,1,0.0
11011,2,10,8,2,0.0
11012,2,10,8,3,0.0
11013,2,10,8,4,0.0
11014,2,10,8,5,0.0
11015,2,10,8,6,0.0
11016,2,10,8,7,0.0
11017,2,10,8,8,0.0
11018,2,10,8,9,0.0
11019,2,10,8,10,0.0
11020,2,10,8,11,0.0
11021,2,10,8,12,0.0
11022,2,10,8,13,0.0
11023,2,10,8,14,0.0
11024,2,10,8,15,0.0
11025,2,10,8,16,0.0
11026,2,10,8,17,0.0
11027,2,10,8,18,0.0
11028,2,10,8,19,0.0
11029,2,10,8,20,0.0
11030,2,10,8,21,0.0
11031,2,10,8,22,0.0
11032,2,10,8,23,0.0
11033,2,10,8,24,0.0
11034,2,10,8,25,0.0
11035,2,10,8,26,0.0
11036,2,10,8,27,0.0
11037,2,10,8,28,0.0
11038,2,10,8,29,0.0
11039,2,10,8,30,-0.0
11040,2,10,9,1,0.0
11041,2,10,9,2,0.0
11042,2,10,9,3,0.0
11043,2,10,9,4,0.0
11044,2,10,9,5,0.0
11045,2,10,9,6,0.0
11046,2,10,9,7,0.0
11047,2,10,9,8,0.0
11048,2,10,9,9,0.0
11049,2,10,9,10,0.0
11050,2,10,9,11,0.0
11051,2,10,9,12,0.0
11052,2,10,9,13,0.0
11053,2,10,9,14,0.0
11054,2,10,9,15,0.0
11055,2,10,9,16,0.0
11056,2,10,9,17,0.0
11057,2,10,9,18,0.0
11058,2,10,9,19,0.0
11059,2,10,9,20,0.0
11060,2,10,9,21,0.0
11061,2,10,9,22,0.0
11062,2,10,9,23,0.0
11063,2,10,9,24,0.0
11064,2,10,9,25,0.0
11065,2,10,9,26,0.0
11066,2,10,9,27,0.0
11067,2,10,9,28,0.0
11068,2,10,9,29,0.0
11069,2,10,9,30,-0.0
11070,2,10,10,1,-0.0
11071,2,10,10,2,-0.0
11072,2,10,10,3,-0.0
11073,2,10,10,4,-0.0
11074,2,10,10,5,-0.0
11075,2,10,10,6,-0.0
11076,2,10,10,7,-0.0
11077,2,10,10,8,-0.0
11078,2,10,10,9,-0.0
11079,2,10,10,10,-0.0
11080,2,10,10,11,-0.0
11081,2,10,10,12,-0.0
11082,2,10,10,13,-0.0
11083,2,10,10,14,-0.0
11084,2,10,10,15,-0.0
11085,2,10,10,16,-0.0
11086,2,10,10,17,-0.0
11087,2,10,10,18,-0.0
11088,2,10,10,19,-0.0
11089,2,10,10,20,-0.0
11090,2,10,10,21,-0.0
11091,2,10,10,22,-0.0
11092,2,10,10,23,-0.0
11093,2,10,10,24,-0.0
11094,2,10,10,25,-0.0
11095,2,10,10,26,-0.0
11096,2,10,10,27,-0.0
11097,2,10,10,28,-0.0
11098,2,10,10,29,-0.0
11099,2,10,10,30,-0.0
11100,2,10,11,1,0.0
11101,2,10,11,2,0.0
11102,2,10,11,3,0.0
11103,2,10,11,4,0.0
11104,2,10,11,5,0.0
11105,2,10,11,6,0.0
11106,2,10,11,7,0.0
11107,2,10,11,8,0.0
11108,2,10,11,9,0.0
11109,2,10,11,10,0.0
11110,2,10,11,11,0.0
11111,2,10,11,12,0.0
11112,2,10,11,13,0.0
11113,2,10,11,14,0.0
11114,2,10,11,15,0.0
11115,2,10,11,16,0.0
11116,2,10,11,17,0.0
11117,2,10,11,18,0.0
11118,2,10,11,19,0.0
11119,2,10,11,20,0.0
11120,2,10,11,21,0.0
11121,2,10,11,22,0.0
11122,2,10,11,23,0.0
11123,2,10,11,24,0.0
11124,2,10,11,25,0.0
11125,2,10,11,26,0.0
11126,2,10,11,27,0.0
11127,2,10,11,28,0.0
11128,2,10,11,29,0.0
11129,2,10,11,30,-0.0
11130,2,10,12,1,0.0
11131,2,10,12,2,0.0
11132,2,10,12,3,0.0
11133,2,10,12,4,0.0
11134,2,10,12,5,0.0
11135,2,10,12,6,0.0
11136,2,10,12,7,0.0
11137,2,10,12,8,0.0
11138,2,10,12,9,0.0
11139,2,10,12,10,0.0
11140,2,10,12,11,0.0
11141,2,10,12,12,0.0
11142,2,10,12,13,0.0
11143,2,10,12,14,0.0
11144,2,10,12,15,0.0
11145,2,10,12,16,0.0
11146,2,10,12,17,0.0
11147,2,10,12,18,0.0
11148,2,10,12,19,0.0
11149,2,10,12,20,0.0
11150,2,10,12,21,0.0
11151,2,10,12,22,0.0
11152,2,10,12,23,0.0
11153,2,10,12,24,0.0
11154,2,10,12,25,0.0
11155,2,10,12,26,0.0
11156,2,10,12,27,0.0
11157,2,10,12,28,0.0
11158,2,10,12,29,0.0
11159,2,10,12,30,-0.0
11160,2,10,13,1,0.0
11161,2,10,13,2,0.0
11162,2,10,13,3,0.0
11163,2,10,13,4,0.0
11164,2,10,13,5,0.0
11165,2,10,13,6,0.0
11166,2,10,13,7,0.0
11167,2,10,13,8,0.0
11168,2,10,13,9,0.0
11169,2,10,13,10,0.0
11170,2,10,13,11,0.0
11171,2,10,13,12,0.0
11172,2,10,13,13,0.0
11173,2,10,13,14,0.0
11174,2,10,13,15,0.0
11175,2,10,13,16,0.0
11176,2,10,13,17,0.0
11177,2,10,13,18,0.0
11178,2,10,13,19,0.0
11179,2,10,13,20,0.0
11180,2,10,13,21,0.0
11181,2,10,13,22,0.0
11182,2,10,13,23,0.0
11183,2,10,13,24,0.0
11184,2,10,13,25,0.0
11185,2,10,13,26,0.0
11186,2,10,13,27,0.0
11187,2,10,13,28,0.0
11188,2,10,13,29,0.0
11189,2,10,13,30,-0.0
11190,2,10,14,1,0.0
11191,2,10,14,2,0.0
11192,2,10,14,3,0.0
11193,2,10,14,4,0.0
11194,2,10,14,5,0.0
11195,2,10,14,6,0.0
11196,2,10,14,7,0.0
11197,2,10,14,8,0.0
11198,2,10,14,9,0.0
11199,2,10,14,10,0.0
11200,2,10,14,11,0.0
11201,2,10,14,12,0.0
11202,2,10,14,13,0.0
11203,2,10,14,14,0.0
11204,2,10,14,15,0.0
11205,2,10,14,16,0.0
11206,2,10,14,17,0.0
11207,2,10,14,18,0.0
11208,2,10,14,19,0.0
11209,2,10,14,20,0.0
11210,2,10,14,21,0.0
11211,2,10,14,22,0.0
11212,2,10,14,23,0.0
11213,2,10,14,24,0.0
11214,2,10,14,25,0.0
11215,2,10,14,26,0.0
11216,2,10,14,27,0.0
11217,2,10,14,28,0.0
11218,2,10,14,29,0.0
11219,2,10,14,30,-0.0
11220,2,10,15,1,0.0
11221,2,10,15,2,0.0
11222,2,10,15,3,0.0
11223,2,10,15,4,0.0
11224,2,10,15,5,0.0
11225,2,10,15,6,0.0
11226,2,10,15,7,0.0
11227,2,10,15,8,0.0
11228,2,10,15,9,0.0
11229,2,10,15,10,0.0
11230,2,10,15,11,0.0
11231,2,10,15,12,0.0
11232,2,10,15,13,0.0
11233,2,10,15,14,0.0
11234,2,10,15,15,0.0
11235,2,10,15,16,0.0
11236,2,10,15,17,0.0
11237,2,10,15,18,0.0
11238,2,10,15,19,0.0
11239,2,10,15,20,0.0
11240,2,10,15,21,0.0
11241,2,10,15,22,0.0
11242,2,10,15,23,0.0
11243,2,10,15,24,0.0
11244,2,10,15,25,0.0
11245,2,10,15,26,0.0
11246,2,10,15,27,0.0
11247,2,10,15,28,0.0
11248,2,10,15,29,0.0
11249,2,10,15,30,-0.0
11250,2,11,1,1,0.0
11251,2,11,1,2,0.0
11252,2,11,1,3,0.0
11253,2,11,1,4,0.0
11254,2,11,1,5,0.0
11255,2,11,1,6,0.0
11256,2,11,1,7,0.0
11257,2,11,1,8,0.0
11258,2,11,1,9,0.0
11259,2,11,1,10,0.0
11260,2,11,1,11,0.0
11261,2,11,1,12,0.0
11262,2,11,1,13,0.0
11263,2,11,1,14,0.0
11264,2,11,1,15,0.0
11265,2,11,1,16,0.0
11266,2,11,1,17,0.0
11267,2,11,1,18,0.0
11268,2,11,1,19,0.0
11269,2,11,1,20,0.0
11270,2,11,1,21,0.0
11271,2,11,1,22,0.0
11272,2,11,1,23,0.0
11273,2,11,1,24,0.0
11274,2,11,1,25,0.0
11275,2,11,1,26,0.0
11276,2,11,1,27,0.0
11277,2,11,1,28,0.0
11278,2,11,1,29,0.0
11279,2,11,1,30,-0.0
11280,2,11,2,1,0.0
11281,2,11,2,2,0.0
11282,2,11,2,3,0.0
11283,2,11,2,4,0.0
11284,2,11,2,5,0.0
11285,2,11,2,6,0.0
11286,2,11,2,7,0.0
11287,2,11,2,8,0.0
11288,2,11,2,9,0.0
11289,2,11,2,10,0.0
11290,2,11,2,11,0.0
11291,2,11,2,12,0.0
11292,2,11,2,13,0.0
11293,2,11,2,14,0.0
11294,2,11,2,15,0.0
11295,2,11,2,16,0.0
11296,2,11,2,17,0.0
11297,2,11,2,18,0.0
11298,2,11,2,19,0.0
11299,2,11,2,20,0.0
11300,2,11,2,21,0.0
11301,2,11,2,22,0.0
11302,2,11,2,23,0.0
11303,2,11,2,24,0.0
11304,2,11,2,25,0.0
11305,2,11,2,26,0.0
11306,2,11,2,27,0.0
11307,2,11,2,28,0.0
11308,2,11,2,29,0.0
11309,2,11,2,30,-0.0
11310,2,11,3,1,0.0
11311,2,11,3,2,0.0
11312,2,11,3,3,0.0
11313,2,11,3,4,0.0
11314,2,11,3,5,0.0
11315,2,11,3,6,0.0
11316,2,11,3,7,0.0
11317,2,11,3,8,0.0
11318,2,11,3,9,0.0
11319,2,11,3,10,0.0
11320,2,11,3,11,0.0
11321,2,11,3,12,0.0
11322,2,11,3,13,0.0
11323,2,11,3,14,0.0
11324,2,11,3,15,0.0
11325,2,11,3,16,0.0
11326,2,11,3,17,0.0
11327,2,11,3,18,0.0
11328,2,11,3,19,0.0
11329,2,11,3,20,0.0
11330,2,11,3,21,0.0
11331,2,11,3,22,0.0
11332,2,11,3,23,0.0
11333,2,11,3,24,0.0
11334,2,11,3,25,0.0
11335,2,11,3,26,0.0
11336,2,11,3,27,0.0
11337,2,11,3,28,0.0
11338,2,11,3,29,0.0
11339,2,11,3,30,-0.0
11340,2,11,4,1,0.0
11341,2,11,4,2,0.0
11342,2,11,4,3,0.0
11343,2,11,4,4,0.0
11344,2,11,4,5,0.0
11345,2,11,4,6,0.0
11346,2,11,4,7,0.0
11347,2,11,4,8,0.0
11348,2,11,4,9,0.0
11349,2,11,4,10,0.0
11350,2,11,4,11,0.0
11351,2,11,4,12,0.0
11352,2,11,4,13,0.0
11353,2,11,4,14,0.0
11354,2,11,4,15,0.0
11355,2,11,4,16,0.0
11356,2,11,4,17,0.0
11357,2,11,4,18,0.0
11358,2,11,4,19,0.0
11359,2,11,4,20,0.0
11360,2,11,4,21,0.0
11361,2,11,4,22,0.0
11362,2,11,4,23,0.0
11363,2,11,4,24,0.0
11364,2,11,4,25,0.0
11365,2,11,4,26,0.0
11366,2,11,4,27,0.0
11367,2,11,4,28,0.0
11368,2,11,4,29,0.0
11369,2,11,4,30,-0.0
11370,2,11,5,1,0.0
11371,2,11,5,2,0.0
11372,2,11,5,3,0.0
11373,2,11,5,4,0.0
11374,2,11,5,5,0.0
11375,2,11,5,6,0.0
11376,2,11,5,7,0.0
11377,2,11,5,8,0.0
11378,2,11,5,9,0.0
11379,2,11,5,10,0.0
11380,2,11,5,11,0.0
11381,2,11,5,12,0.0
11382,2,11,5,13,0.0
11383,2,11,5,14,0.0
11384,2,11,5,15,0.0
11385,2,11,5,16,0.0
11386,2,11,5,17,0.0
11387,2,11,5,18,0.0
11388,2,11,5,19,0.0
11389,2,11,5,20,0.0
11390,2,11,5,21,0.0
11391,2,11,5,22,0.0
11392,2,11,5,23,0.0
11393,2,11,5,24,0.0
11394,2,11,5,25,0.0
11395,2,11,5,26,0.0
11396,2,11,5,27,0.0
11397,2,11,5,28,0.0
11398,2,11,5,29,0.0
11399,2,11,5,30,-0.0
11400,2,11,6,1,0.0
11401,2,11,6,2,0.0
11402,2,11,6,3,0.0
11403,2,11,6,4,0.0
11404,2,11,6,5,0.0
11405,2,11,6,6,0.0
11406,2,11,6,7,0.0
11407,2,11,6,8,0.0
11408,2,11,6,9,0.0
11409,2,11,6,10,0.0
11410,2,11,6,11,0.0
11411,2,11,6,12,0.0
11412,2,11,6,13,0.0
11413,2,11,6,14,0.0
11414,2,11,6,15,0.0
11415,2,11,6,16,0.0
11416,2,11,6,17,0.0
11417,2,11,6,18,0.0
11418,2,11,6,19,0.0
11419,2,11,6,20,0.0
11420,2,11,6,21,0.0
11421,2,11,6,22,0.0
11422,2,11,6,23,0.0
11423,2,11,6,24,0.0
11424,2,11,6,25,0.0
11425,2,11,6,26,0.0
11426,2,11,6,27,0.0
11427,2,11,6,28,0.0
11428,2,11,6,29,0.0
11429,2,11,6,30,-0.0
11430,2,11,7,1,0.0
11431,2,11,7,2,0.0
11432,2,11,7,3,0.0
11433,2,11,7,4,0.0
11434,2,11,7,5,0.0
11435,2,11,7,6,0.0
11436,2,11,7,7,0.0
11437,2,11,7,8,0.0
11438,2,11,7,9,0.0
11439,2,11,7,10,0.0
11440,2,11,7,11,0.0
11441,2,11,7,12,0.0
11442,2,11,7,13,0.0
11443,2,11,7,14,0.0
11444,2,11,7,15,0.0
11445,2,11,7,16,0.0
11446,2,11,7,17,0.0
11447,2,11,7,18,0.0
11448,2,11,7,19,0.0
11449,2,11,7,20,0.0
11450,2,11,7,21,0.0
11451,2,11,7,22,0.0
11452,2,11,7,23,0.0
11453,2,11,7,24,0.0
11454,2,11,7,25,0.0
11455,2,11,7,26,0.0
11456,2,11,7,27,0.0
11457,2,11,7,28,0.0
11458,2,11,7,29,0.0
11459,2,11,7,30,-0.0
11460,2,11,8,1,0.0
11461,2,11,8,2,0.0
11462,2,11,8,3,0.0
11463,2,11,8,4,0.0
11464,2,11,8,5,0.0
11465,2,11,8,6,0.0
11466,2,11,8,7,0.0
11467,2,11,8,8,0.0
11468,2,11,8,9,0.0
11469,2,11,8,10,0.0
11470,2,11,8,11,0.0
11471,2,11,8,12,0.0
11472,2,11,8,13,0.0
11473,2,11,8,14,0.0
11474,2,11,8,15,0.0
11475,2,11,8,16,0.0
11476,2,11,8,17,0.0
11477,2,11,8,18,0.0
11478,2,11,8,19,0.0
11479,2,11,8,20,0.0
11480,2,11,8,21,0.0
11481,2,11,8,22,0.0
11482,2,11,8,23,0.0
11483,2,11,8,24,0.0
11484,2,11,8,25,0.0
11485,2,11,8,26,0.0
11486,2,11,8,27,0.0
11487,2,11,8,28,0.0
11488,2,11,8,29,0.0
11489,2,11,8,30,-0.0
11490,2,11,9,1,0.0
11491,2,11,9,2,0.0
11492,2,11,9,3,0.0
11493,2,11,9,4,0.0
11494,2,11,9,5,0.0
11495,2,11,9,6,0.0
11496,2,11,9,7,0.0
11497,2,11,9,8,0.0
11498,2,11,9,9,0.0
11499,2,11,9,10,0.0
11500,2,11,9,11,0.0
11501,2,11,9,12,0.0
11502,2,11,9,13,0.0
11503,2,11,9,14,0.0
11504,2,11,9,15,0.0
11505,2,11,9,16,0.0
11506,2,11,9,17,0.0
11507,2,11,9,18,0.0
11508,2,11,9,19,0.0
11509,2,11,9,20,0.0
11510,2,11,9,21,0.0
11511,2,11,9,22,0.0
11512,2,11,9,23,0.0
11513,2,11,9,24,0.0
11514,2,11,9,25,0.0
11515,2,11,9,26,0.0
11516,2,11,9,27,0.0
11517,2,11,9,28,0.0
11518,2,11,9,29,0.0
11519,2,11,9,30,-0.0
11520,2,11,10,1,0.0
11521,2,11,10,2,0.0
11522,2,11,10,3,0.0
11523,2,11,10,4,0.0
11524,2,11,10,5,0.0
11525,2,11,10,6,0.0
11526,2,11,10,7,0.0
11527,2,11,10,8,0.0
11528,2,11,10,9,0.0
11529,2,11,10,10,0.0
11530,2,11,10,11,0.0
11531,2,11,10,12,0.0
11532,2,11,10,13,0.0
11533,2,11,10,14,0.0
11534,2,11,10,15,0.0
11535,2,11,10,16,0.0
11536,2,11,10,17,0.0
11537,2,11,10,18,0.0
11538,2,11,10,19,0.0
11539,2,11,10,20,0.0
11540,2,11,10,21,0.0
11541,2,11,10,22,0.0
11542,2,11,10,23,0.0
11543,2,11,10,24,0.0
11544,2,11,10,25,0.0
